,DUN_GRUP,DUN_CULTIU,Voronoi_1,ID_Voronoi,Municipi,Codi_munic,Comarca,Codi_comar,ID_CUENCA,CUENCA,ID_SUBCUEN,N_SUBCUENC,SUBCUENCAS,yield_kgHA,Voronoi_ag,Vor_ag_Num,Fid,Area,FoodTons_N,P_Manure,P_Fertiliser,P_Struvite,P_Compost,P_In,P_PO43-,P_Harvest,P_Out,P_Balance,P_bln_check
5347,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,2400.0,CIRERERS,8,5347,225.1423,0.054,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5348,HORTICOLES,HORTA,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5348,328.3312,0.179,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5349,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,2400.0,CIRERERS,8,5349,1350.854,0.324,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5350,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,1580.0,HORTA,19,5350,526.0656,0.083,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
5351,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5351,154.1534,0.084,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5352,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,1580.0,HORTA,19,5352,771.4212,0.122,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
5353,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,1580.0,HORTA,19,5353,208.5308,0.033,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
5354,HORTICOLES,HORTA,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5354,225.1427,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5355,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5355,240.5836,0.131,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5356,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5356,154.1545,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5357,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5357,675.4341,1.373,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5358,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5358,154.1542,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5359,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5359,450.2902,0.916,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5360,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5360,154.1542,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5361,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5361,269.8158,0.036,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5362,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5362,37.6057,0.005,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5363,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5363,225.143,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5364,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5364,154.1547,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5365,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5365,225.143,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5366,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5366,300.8691,0.164,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5367,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5367,1350.858,0.735,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5368,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5368,154.155,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5369,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5369,225.145,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5370,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5370,154.1548,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5371,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5371,154.1538,0.084,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5372,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5372,154.1551,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5373,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5373,154.155,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5374,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5374,369.3233,0.751,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5375,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5375,144.1784,0.293,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5376,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5376,225.1452,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5377,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5377,106.1571,0.058,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5378,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5378,154.1551,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5379,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5379,225.1447,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5380,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5380,450.2903,0.916,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5381,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5381,154.1553,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5382,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5382,369.3234,0.751,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5383,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5383,154.1553,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5384,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5384,154.1551,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5385,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5385,154.155,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5386,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,1350.0,HORTA,19,5386,154.1537,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5387,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5387,225.1453,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5388,HORTICOLES,HORTA,Fruiters no cítrics,29,Sant Cugat del Vallès,82055,Valles Occidental,40,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,4113.0,FRUITERS NO CITRICS,15,5388,67.1869,0.028,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
5389,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5389,225.1452,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5390,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5390,197.8476,0.402,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5391,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5391,92.2083,0.187,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5392,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5392,11.0866,0.023,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5393,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5393,154.155,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5394,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5394,225.1451,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5395,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5395,217.8179,0.443,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5396,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5396,7.3264,0.015,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5397,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5397,154.154,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5398,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5398,144.1771,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5399,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5399,111.8693,0.227,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5400,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5400,4.9099,0.001,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5401,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5401,445.3774,0.06,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5402,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5402,154.1551,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5403,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5403,225.1446,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5404,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5404,225.1433,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5405,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5405,302.6533,0.165,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5406,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5406,154.1548,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5407,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5407,224.3216,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5408,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5408,225.1437,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5409,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5409,110.881,0.06,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5410,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5410,154.1543,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5411,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5411,154.1541,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5412,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5412,823.181,0.111,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5413,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5413,225.1449,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5414,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5414,303.8999,0.618,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5415,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,5415,154.1552,0.21,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
5416,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5416,154.1543,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5417,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5417,225.1449,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5418,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5418,348.6586,0.709,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5419,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5419,225.1434,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5420,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5420,225.1434,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5421,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5421,225.143,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5422,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5422,225.1431,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5423,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5423,900.5711999999999,0.49,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5424,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5424,225.1446,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5425,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5425,225.1434,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5426,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5426,154.1552,0.313,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5427,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5427,225.1446,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5428,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5428,225.1434,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5429,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5429,539.2818,1.096,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5430,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5430,225.1447,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5431,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5431,225.1431,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5432,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5432,144.177,0.078,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5433,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5433,144.1772,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5434,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5434,154.1542,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
