,DUN_GRUP,DUN_CULTIU,Voronoi_1,ID_Voronoi,Municipi,Codi_munic,Comarca,Codi_comar,ID_CUENCA,CUENCA,ID_SUBCUEN,N_SUBCUENC,SUBCUENCAS,yield_kgHA,Voronoi_ag,Vor_ag_Num,Fid,Area,FoodTons_N,P_Manure,P_Fertiliser,P_Struvite,P_Compost,P_In,P_PO43-,P_Harvest,P_Out,P_Balance,P_bln_check
5435,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5435,225.1447,0.458,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5436,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5436,144.1776,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5437,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5437,225.1429,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5438,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5438,675.4285,0.367,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5439,OLIVERAR,OLIVERES,Fruiters no cítrics,29,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5439,348.6577,0.19,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5440,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,20332.0,HORTA,19,5440,307.4221,0.625,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5441,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5441,225.1434,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5442,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5442,225.143,0.03,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5443,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3700.0,HORTA,19,5443,861.8768999999999,0.319,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
5444,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5444,144.177,0.019,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5445,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5445,369.3198,0.05,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5446,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3700.0,HORTA,19,5446,450.2874,0.167,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
5447,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5447,154.8586,0.021,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5448,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5448,144.177,0.035,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5449,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5449,303.8975,0.073,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5450,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5450,649.9661,0.156,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5451,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5451,25.4645,0.006,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5452,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5452,154.1537,0.037,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5453,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5453,285.5633,0.069,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5454,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5454,164.7238,0.04,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5455,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5455,225.0794,0.054,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5456,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5456,450.2856,0.108,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5457,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5457,225.1434,0.054,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5458,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5458,199.8186,0.027,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5459,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5459,900.5759,0.122,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5460,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5460,225.1437,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5461,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5461,225.1431,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5462,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5462,450.2857,0.108,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5463,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5463,154.1545,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5464,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5464,261.6553,0.035,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5465,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5465,154.1547,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5466,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5466,450.2867,0.061,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5467,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5467,144.1775,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5468,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5468,450.2861,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5469,OLIVERAR,OLIVERES,Altres conreus herbacis abandonats - prats en zones agrícoles,5,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,12867.0,ALTRES CONREUS HERBACIS,1,5469,261.6544,0.337,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5470,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5470,144.1775,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5471,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5471,900.5737,0.122,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5472,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5472,225.1434,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5473,OLIVERAR,OLIVERES,Altres conreus herbacis abandonats - prats en zones agrícoles,5,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,12867.0,ALTRES CONREUS HERBACIS,1,5473,225.1428,0.29,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5474,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,GUARET SIE/ SUP. LLIURE SEMBRA,41,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,0.0,GUARET,17,5474,337.6606,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5475,FARRATGERES,PASTURES DE MENYS DE 5 ANYS,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5475,154.1548,0.021,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5476,OLIVERAR,OLIVERES,Altres conreus herbacis abandonats - prats en zones agrícoles,5,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,12867.0,ALTRES CONREUS HERBACIS,1,5476,675.4287,0.869,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5477,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5477,144.1772,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5478,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5478,144.1772,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5479,OLIVERAR,OLIVERES,Altres conreus herbacis abandonats - prats en zones agrícoles,5,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,12867.0,ALTRES CONREUS HERBACIS,1,5479,594.4627,0.765,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
5480,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5480,188.2663,0.025,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5481,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5481,262.021,0.035,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5482,HORTICOLES,HORTA,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5482,676.8647,0.091,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5483,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5483,125.3851,0.017,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5484,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics en regadiu,34,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5484,288.4433,0.157,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5485,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5485,219.8326,0.12,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5486,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5486,225.1431,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5487,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5487,675.4289,0.367,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5488,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3700.0,HORTA,19,5488,225.1434,0.083,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
5489,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5489,225.1429,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5490,FRUITA DOLCA,PRUNERES,PRUNERES,58,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,7300.0,PRUNERES,29,5490,209.1201,0.153,0,0.0,12.483,0,12.483,0.0,12.483,12.483,0.0,Enough
5491,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5491,225.1429,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5492,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,5492,225.1435,0.307,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
5493,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5493,225.1429,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5494,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5494,24.435,0.013,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5495,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5495,200.7079,0.109,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5496,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5496,128.4287,0.017,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5497,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,5497,225.1429,0.122,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
5498,FRUITA DOLCA,PRUNERES,PRUNERES,58,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,7300.0,PRUNERES,29,5498,283.8508,0.207,0,0.0,12.483,0,12.483,0.0,12.483,12.483,0.0,Enough
5499,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,ALTRES CONREUS HERBACIS,1,5499,169.6798,0.023,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5500,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5500,154.1537,0.021,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5501,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,5501,225.1435,0.307,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
5502,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5502,154.1537,0.021,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5503,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5503,450.2866,0.061,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5504,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5504,144.1773,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5505,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5505,450.2866,0.061,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5506,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3700.0,HORTA,19,5506,154.1542,0.057,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
5507,FRUITA DOLCA,CIRERERS,Conreus en transformació,24,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,CONREUS EN TRANSFORMACIO,12,5507,225.1428,0.03,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
5508,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3700.0,HORTA,19,5508,792.1521,0.293,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
5509,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5509,1048.3245,0.142,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5510,FRUITA DOLCA,CIRERERS,CIRERERS,19,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,5510,101.0389,0.024,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
5511,FRUITA DOLCA,CIRERERS,Altres conreus herbacis,4,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,5511,450.2868,0.061,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
5512,CITRICS,MANDARINER,Altres conreus herbacis,4,Barcelona,80193,Barcelones,13,5,Besos,59522,TORRENT DURAN,RIERES DEL PLA DE BARCELONA,2600.0,HORTA,19,5512,280.6051,0.073,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
5513,CITRICS,MANDARINER,MANDARINER,73,Barcelona,80193,Barcelones,13,5,Besos,59522,TORRENT DURAN,RIERES DEL PLA DE BARCELONA,17500.0,MANDARINER,20,5513,108.559,0.19,0,0.0,12.25,0,12.25,0.0,12.25,12.25,0.0,Enough
5514,CITRICS,MANDARINER,MANDARINER,73,Barcelona,80193,Barcelones,13,5,Besos,59522,TORRENT DURAN,RIERES DEL PLA DE BARCELONA,17500.0,MANDARINER,20,5514,164.2708,0.287,0,0.0,12.25,0,12.25,0.0,12.25,12.25,0.0,Enough
5515,CITRICS,MANDARINER,MANDARINER,73,Barcelona,80193,Barcelones,13,5,Besos,59522,TORRENT DURAN,RIERES DEL PLA DE BARCELONA,17500.0,MANDARINER,20,5515,142.5713,0.249,0,0.0,12.25,0,12.25,0.0,12.25,12.25,0.0,Enough
5516,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59557,TORRENT DELS BOSQUERONS,EL BESÃ?S,2368.0,HORTA,19,5516,337.6694,0.08,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
5517,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59557,TORRENT DELS BOSQUERONS,EL BESÃ?S,2368.0,HORTA,19,5517,134.469,0.032,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
5518,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59557,TORRENT DELS BOSQUERONS,EL BESÃ?S,2368.0,HORTA,19,5518,310.6322,0.074,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
